,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Housing costs,Discounted,Original price,Condition,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání,Built-up areaNan,Floor areaNan,Land areaNan,Garden areaNan,Year of reconstructionNan,Year of approvalNan
3496,https://www.sreality.cz/detail/prodej/dum/rodinny/nove-straseci-nove-straseci-nadrazni/871050588,"Nádražní, Nové Strašecí",rakovnik,"rodinne-domy
",6 300 000 Kč za nemovitost,15.09.2022,Cihlová,Velmi dobrý,Řadový,Patrový,2 včetně 1 podzemního,0.5259078801785467,0.47435015974963196,0.5459705198816457,0.3532888379642216,0.5462226124648275,1,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,Částečně,Andrea Nováková - NOVA REALITY,0.5519800792565586,3656,Nothing,"230V, 400V",Missing,Centrum obce,Missing,Missing,0.7501235097155308,Missing,0.9493004902331208,"Telefon, Internet, Ostatní",Missing,Missing,Missing,Missing,Missing,Missing,50.1520148,13.8818114,0.5649009541311685,Missing,Missing,Missing,Missing,Missing,0,0,0,1,0,1
3681,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-lipence-dolnocernosicka/4207675484,"Dolnočernošická, Praha 5 - Lipence",praha-5,"rodinne-domy
",15 250 000 Kč za nemovitost,04.10.2022,Cihlová,Dobrý,Samostatný,Patrový,1,0.568609749721568,0.5448012985458568,0.5331315879193048,0.48726208331725457,0.5462226124648275,1,Missing,Missing,Missing,Missing,Missing,"Vlak, MHD, Autobus",Missing,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Missing,Částečně,RE/MAX G8 Reality,0.5493943154475804,3848,včetně provize a právního servisu,"230V, 400V",Missing,Centrum obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,49.9631978,14.3333153,0.6922964748211449,True,True,Missing,Missing,Missing,0,1,0,1,1,1
2594,https://www.sreality.cz/detail/prodej/dum/chata/hrdliv-hrdliv-/1717724748,"Hrdlív, okres Kladno",kladno,"chaty
",980 000 Kč za nemovitost,13.10.2022,Smíšená,Velmi dobrý,Missing,Patrový,Missing,0.3019949275986279,0.3374937590441285,0.2982659828428947,0.43839685296305386,0.5284143811040662,12 m2,Ihned,Dálkový vodovod,Ústřední tuhá paliva,Missing,Septik,Autobus,Zpevněná,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,0,Středočeské reality,0.8035428902418345,2713,Nothing,400V,Missing,Klidná část obce,1.0,Missing,0.7502845239488867,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Rezervováno,50.1992513,14.0724824,0.29675219416591725,Missing,Missing,Missing,Missing,Missing,0,0,0,0,0,1
809,https://www.sreality.cz/detail/prodej/dum/chata/dolni-lukavice--/2442905420,"Dolní Lukavice, okres Plzeň-jih",plzen-jih,"chaty
",1 100 000 Kč za nemovitost (k jednání),08.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,0.4096761079318116,0.3515398566989525,0.40461754755674506,0.422978346142964,0.4972720224939548,Missing,Ihned,Studna,Lokální tuhá paliva,Missing,Septik,Missing,Zpevněná,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Missing,AGbydleni.cz,0.880458864290026,844,Cena k jednání,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.602853,13.3449073,0.31339849188323,Missing,Missing,Missing,Missing,True,0,0,0,0,1,1
78,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-usovice-skroupova/1909282380,"Škroupova, Mariánské Lázně - Úšovice",cheb,"rodinne-domy
",4 990 000 Kč za nemovitost,06.10.2022,Cihlová,Dobrý,Řadový,Patrový,3,0.5450380686648161,0.4975141198857358,0.5802287257021346,0.4112460371831046,0.5462226124648275,1,Missing,Missing,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Dumrealit.cz Premium,0.602668813080308,80,Nothing,230V,Missing,Klidná část obce,2.0,1.0,0.7500160339225485,Missing,0.9493004902331208,"Telefon, Internet",Missing,Missing,Missing,Missing,Missing,Missing,49.9486202,12.7077052,0.531307469089878,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
5371,https://www.sreality.cz/detail/prodej/dum/vila/pardubice-zelene-predmesti-stolbova/2189678156,"Štolbova, Pardubice - Zelené Předměstí",pardubice,"vily
",21 800 000 Kč za nemovitost,18.10.2022,Cihlová,Dobrý,Missing,Patrový,3,0.6550237540030125,0.5709996686489475,0.5331315879193048,0.4936365429026782,0.5462226124648275,Missing,Missing,"Dálkový vodovod, Studna",Ústřední plynové,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Realitní kancelář MAXEN,0.3590939176172263,5619,výjimečná vila ve výjimečné lokalitě v srdci Pardubic,"230V, 400V",Missing,Missing,2.0,2.0,0.7500160339225485,Missing,0.5901236941413188,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.032926,15.7834305,0.7437905503399493,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,0
2392,https://www.sreality.cz/detail/prodej/dum/rodinny/hostoun-hostoun-hajecka/3208480332,"Hájecká, Hostouň",kladno,"rodinne-domy
",6 900 000 Kč za nemovitost,04.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,0.49252065515115023,0.48535872887719556,0.5331315879193048,0.4664620472340129,0.5462226124648275,Missing,Missing,Missing,Missing,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,RE/MAX Art,0.785461153755828,2502,Včetně provize a právních služeb,Missing,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.112031,14.2001433,0.5780106888249996,True,Missing,Missing,Missing,Missing,0,1,0,1,1,1
2553,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-kyjevska/1812912220,"Kyjevská, Kladno",kladno,"rodinne-domy
",3 990 000 Kč za nemovitost,01.09.2022,Cihlová,Před rekonstrukcí,Řadový,Patrový,2,0.49133024279838594,0.36930224606159173,0.5331315879193048,0.3384103353097858,0.5462226124648275,Missing,Ihned,Missing,Missing,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,0,NRG International Realty s.r.o.,0.5745584856001937,2671,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1440716,14.0752538,0.4990785464130778,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
2156,https://www.sreality.cz/detail/prodej/dum/chata/chynava-male-prilepy-/1965447516,"Chyňava - Malé Přílepy, okres Beroun",beroun,"chaty
",3 744 770 Kč za nemovitost,29.08.2022,Smíšená,Dobrý,Samostatný,Přízemní,Missing,0.531842823012964,0.37454463744261846,0.5331315879193048,0.45516202803218964,0.5462226124648275,Missing,Missing,Missing,Lokální tuhá paliva,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Realitní Samoobsluha,0.8051542205810918,2257,cena včetně 1% provize,Missing,Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.01009,14.13426,0.48993764574391285,True,Missing,Missing,Missing,Missing,1,1,0,1,1,1
5490,https://www.sreality.cz/detail/prodej/dum/rodinny/zachrastany-zachrastany-/704653132,"Zachrašťany, okres Hradec Králové",hradec-kralove,"rodinne-domy
",4 490 000 Kč za nemovitost,16.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,0.531842823012964,0.4651494769819659,0.5331315879193048,0.4795528299072096,0.5462226124648275,Missing,01.11.2022,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,Missing,Asfaltová,Třída G - Mimořádně nehospodárná,Missing,1,"Broker Consulting, a.s.",0.81688777536015,5745,včetně provize a právního servisu,"230V, 400V",Missing,Missing,Missing,Missing,0.7502308790968193,Missing,0.9493004902331208,Missing,Missing,Missing,1500,Missing,Missing,Missing,50.2111442,15.48298,0.5160921146972792,True,True,Missing,Missing,Missing,1,1,0,1,0,1
5230,https://www.sreality.cz/detail/prodej/dum/rodinny/kamenice-nad-lipou-kamenice-nad-lipou-havlickova/1823995468,"Havlíčkova, Kamenice nad Lipou",pelhrimov,"rodinne-domy
",1 750 000 Kč za nemovitost,07.10.2022,Smíšená,Před rekonstrukcí,Řadový,Přízemní,1,0.5334807733694356,0.3970848034233909,0.4570391557928384,0.36564718311885747,0.5462226124648275,Missing,Ihned,Dálkový vodovod,Ústřední tuhá paliva,Missing,Missing,Missing,Missing,Missing,0.0,Missing,Reality Hunal,0.35935041151122427,5466,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.3018049,15.0763658,0.3803085101274766,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
1627,https://www.sreality.cz/detail/prodej/dum/undefined/brozany-nad-ohri-hostenice-/2899736140,"Brozany nad Ohří - Hostěnice, okres Litoměřice",litomerice,"vicegeneracni-domy
",7 900 000 Kč za nemovitost,20.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.6470132309921499,0.42363855346288076,0.5353806603639846,0.4346437106952817,0.5462226124648275,Missing,Ihned,"Místní zdroj, Studna","Ústřední tuhá paliva, Ústřední elektrické",Plynovod,Septik,Silnice,Asfaltová,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,0.0,Missing,Dobrá realitka,0.791679098668544,1703,Nothing,"120V, 230V",Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,50.4336282,14.1487118,0.5975144206270282,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
2386,https://www.sreality.cz/detail/prodej/dum/rodinny/lany-lany-/380815180,"Lány, okres Kladno",kladno,"rodinne-domy
",10 294 450 Kč za nemovitost,05.10.2022,Cihlová,Ve výstavbě,Samostatný,Přízemní,Missing,0.5656254083514091,0.4805646108287089,0.5531232677340202,0.4974884971130014,0.5798857030206056,Missing,Missing,Dálkový vodovod,Missing,Missing,Veřejná kanalizace,MHD,Missing,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,0,Reality Hocková s.r.o.,0.7607591171463393,2496,Nothing,230V,Missing,Missing,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1246235,13.948307,0.6356658065895577,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
4325,https://www.sreality.cz/detail/prodej/dum/rodinny/dacice-dacice-i-neulingerova/202257996,"Neulingerova, Dačice - Dačice I",jindrichuv-hradec,"rodinne-domy
",2 999 000 Kč za nemovitost,29.09.2022,Smíšená,Dobrý,Missing,Patrový,Missing,0.5284911232975987,0.4474620093152571,0.5150226279718803,0.3744847963643388,0.4513790429066357,1,Missing,Dálkový vodovod,Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,NÍDL REALITY,0.1873380420507167,4531,Nothing,"230V, 400V",Missing,Centrum obce,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.0798253,15.4361124,0.4579340180019549,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
5352,https://www.sreality.cz/detail/prodej/dum/chata/nove-mesto-na-morave-nove-mesto-na-morave-/3656718684,"Nové Město na Moravě, okres Žďár nad Sázavou",zdar-nad-sazavou,"chaty
",2 250 000 Kč za nemovitost,01.09.2022,Dřevěná,Dobrý,Samostatný,Patrový,2 včetně 1 podzemního,0.531842823012964,0.37454463744261846,0.5331315879193048,0.44619751204687086,0.5462226124648275,20 m2,Missing,Missing,Lokální tuhá paliva,Missing,Septik,"Silnice, Autobus",Missing,Missing,Missing,Missing,Unicareal s.r.o.,0.8614863849214307,5598,Nothing,230V,Missing,Polosamota,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Rezervováno,49.5616916,16.0744185,0.4165248570482101,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
5173,https://www.sreality.cz/detail/prodej/dum/chata/jihlava-hruskove-dvory-/1324607052,"Jihlava - Hruškové Dvory, okres Jihlava",jihlava,"chaty
",1 590 000 Kč za nemovitost,22.06.2022,Dřevěná,Dobrý,Samostatný,Přízemní,1,0.4071131274202229,0.3178922693226304,0.5331315879193048,0.4788195501462175,0.5462226124648275,1,Missing,Missing,Lokální tuhá paliva,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Česká Společnost Realitní / Michal Kriška,0.6620443670021494,5406,Nothing,230V,Missing,Okraj obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.416364349999995,15.60564805248312,0.36649120751125297,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3210,https://www.sreality.cz/detail/prodej/dum/rodinny/sedlcany-sedlcany-lhotecka/4138506060,"Lhotecká, Sedlčany",pribram,"rodinne-domy
",13 650 000 Kč za nemovitost (k jednání),18.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3,0.5168258180780185,0.5082690530078011,0.5331315879193048,0.5124824148806745,0.5462226124648275,Missing,Missing,Studna,Missing,Plynovod,Veřejná kanalizace,Missing,Missing,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,Kareal,0.4179981757733702,3360,Nothing,230V,"63,0 kWh/m^2 za rok",Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Zobrazit průkaz energetické náročnosti budovy,Missing,Missing,13 650 000 Kč za nemovitost (k jednání),14 890 000 Kč,Missing,49.656529,14.4360484,0.676323578846401,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3401,https://www.sreality.cz/detail/prodej/dum/rodinny/slabce-rousinov-/4127061580,"Slabce - Rousínov, okres Rakovník",rakovnik,"rodinne-domy
",3 499 000 Kč za nemovitost,13.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,1 včetně 1 podzemního,0.5259078801785467,0.45127742930419584,0.5331315879193048,0.43445090364738437,0.5462226124648275,1,Missing,Místní zdroj,"Lokální tuhá paliva, Lokální elektrické",Missing,Jímka,"Vlak, Autobus",Missing,Missing,Missing,1,Molík reality,0.8986337627469216,3555,Nothing,"230V, 400V",Missing,Centrum obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.01946,13.67507,0.480155183968455,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
2549,https://www.sreality.cz/detail/prodej/dum/rodinny/velvary-jesin-/741693788,"Velvary - Ješín, okres Kladno",kladno,"rodinne-domy
",11 990 000 Kč za nemovitost,02.08.2022,Cihlová,Velmi dobrý,Řadový,Patrový,Missing,0.531842823012964,0.4625349061971589,0.5331315879193048,0.5494998884237783,0.5462226124648275,Missing,Missing,"Dálkový vodovod, Studna",Ústřední tuhá paliva,Missing,Jímka,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,1,KOPECKY & Partners,0.9011670117113988,2665,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,Missing,Klidná část obce,Missing,1.0,0.7500160339225485,0.0,0.9493004902331208,"Telefon, Internet, Satelit",Missing,1.0,Missing,Missing,Missing,Missing,50.26384,14.19047,0.6576376288005017,True,True,True,True,Missing,1,1,0,1,1,1
3286,https://www.sreality.cz/detail/prodej/dum/vila/dobris-dobris-rosovicka/402201436,"Rosovická, Dobříš",pribram,"vily
",11 900 000 Kč za nemovitost,21.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3,0.6458606102246044,0.49976639298164266,0.5331315879193048,0.5233331739472306,0.5462226124648275,Missing,Missing,Dálkový vodovod,"Lokální elektrické, Ústřední plynové",Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,Stanislav Procinger,0.4885717651821726,3436,KOMPLETNÍ CENA VČETNĚ VŠECH PRÁVNÍCH SLUŽEB,"230V, 400V",Missing,Okraj obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,"Telefon, Internet",Missing,Missing,Missing,Missing,Missing,Missing,49.7810188,14.1652819,0.6565518393221903,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
692,https://www.sreality.cz/detail/prodej/dum/rodinny/nyrany-kamenny-ujezd-/440953180,"Nýřany - Kamenný Újezd, okres Plzeň-sever",plzen-sever,"rodinne-domy
",4 100 000 Kč za nemovitost,06.09.2022,Dřevěná,Dobrý,Samostatný,Patrový,2,0.47592745266084213,0.4474620093152571,0.5150226279718803,0.4636670110400363,0.5462226124648275,Missing,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice",Missing,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,Missing,HARVILLA - REALITY s.r.o.,0.48833015848108907,720,Nothing,400V,Missing,Klidná část obce,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.7219763,13.1825413,0.5029976626494856,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
2375,https://www.sreality.cz/detail/prodej/dum/rodinny/tuchlovice-tuchlovice-na-hradcanech/3689084492,"Na Hradčanech, Tuchlovice",kladno,"rodinne-domy
",4 800 000 Kč za nemovitost,06.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,0.5593996198272088,0.3970848034233909,0.5331315879193048,0.47116876276592257,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,RE/MAX G8 Reality,0.6449163477706543,2485,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1342151,13.9868393,0.5257132089357697,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
5866,https://www.sreality.cz/detail/prodej/dum/rodinny/sestajovice-sestajovice-/2828768844,"Šestajovice, okres Náchod",nachod,"rodinne-domy
",2 950 000 Kč za nemovitost,17.06.2022,Cihlová,Dobrý,Samostatný,Patrový,2,0.5326648770742632,0.42057385888088217,0.5331315879193048,0.42607362109342634,0.5462226124648275,1,Missing,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Lokální elektrické",Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,TRIGA reality,0.8023667066418094,6134,Nothing,"230V, 400V",Missing,Centrum obce,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3411311,16.007977,0.4555600265695561,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
1180,https://www.sreality.cz/detail/prodej/dum/rodinny/mecholupy-mecholupy-/1729054284,"Měcholupy, okres Louny",louny,"rodinne-domy
",6 300 000 Kč za nemovitost,17.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,2 včetně 1 podzemního,0.531842823012964,0.5599910995213839,0.5331315879193048,0.5102557629646278,0.5462226124648275,1,Missing,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva, Lokální elektrické",Missing,Veřejná kanalizace,"Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,M&M reality,0.34820635509606657,1232,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",Missing,Klidná část obce,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.2666633,13.5373693,0.5649009541311685,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
2209,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-fibichova/942372428,"Fibichova, Kladno",kladno,"rodinne-domy
",9 999 000 Kč za nemovitost,21.10.2022,Cihlová,Dobrý,Samostatný,Patrový,Missing,0.5932676004237363,0.46831807909069567,0.5300577584159237,0.42607362109342634,0.41128980458061676,1,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Částečně,Jaroš & Partners Real Estate,0.477090236993462,2312,"včetně provize, včetně právního servisu",230V,Missing,Missing,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1406853,14.0957113,0.6314694149755415,True,True,Missing,Missing,Missing,0,0,0,0,1,1
1275,https://www.sreality.cz/detail/prodej/dum/rodinny/listany-listany-jaroslavova/1307158348,"Jaroslavova, Líšťany",louny,"rodinne-domy
",3 550 000 Kč za nemovitost,19.10.2022,Kamenná,Po rekonstrukci,Řadový,Patrový,2,0.5606735717311255,0.46186967341970414,0.531605651503562,0.37664336683240135,0.3056589382694472,1,Ihned,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva",Plynovod,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1.0,0,Nemovitosti SEVER s.r.o.,0.8866264331940996,1332,Kupní cena včetně provize zprostředkovatele a právního servisu.,"230V, 400V",Missing,Missing,2.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Satelit,Missing,Missing,Missing,Missing,Missing,Missing,50.3156369,13.800513,0.4822404787586865,True,True,Missing,Missing,Missing,0,0,0,0,1,1
5494,https://www.sreality.cz/detail/prodej/dum/rodinny/kobylice-kobylice-/3260847692,"Kobylice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",4 590 000 Kč za nemovitost,14.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,Missing,0.531842823012964,0.5110712058141683,0.5331315879193048,0.5097746042308904,0.5462226124648275,Missing,Missing,Místní zdroj,Ústřední plynové,Plynovod,"Veřejná kanalizace, ČOV pro celý objekt","Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,100 REAL s.r.o.,0.865002206017581,5749,včetně provize RK a právního servisu,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.2458288,15.5870972,0.5192664216890064,True,True,Missing,Missing,Missing,1,1,0,1,1,1
3238,https://www.sreality.cz/detail/prodej/dum/rodinny/dobris-dobris-u-ovcina/1894578524,"U Ovčína, Dobříš",pribram,"rodinne-domy
",8 890 000 Kč za nemovitost,06.10.2022,Cihlová,Dobrý,Řadový,Přízemní,1,0.5089722086166886,0.5041143774352451,0.5331315879193048,0.3419119714981757,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,1,RE/MAX A-City,0.37452660651965375,3388,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.7844552,14.1792018,0.6145283951797524,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3951,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-kbely-borovnicka/1527354956,"Borovnická, Praha 9 - Kbely",praha-9,"rodinne-domy
",19 690 000 Kč za nemovitost,22.08.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,3 včetně 1 podzemního,0.48767889599966463,0.45494318583334364,0.5236333594093102,0.49732517063371634,0.5752128886604019,1,Missing,Missing,Missing,Missing,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Missing,Missing,0,Bidli,0.705988374301495,4132,Nothing,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.128247,14.5580466,0.7291205183832603,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
1954,https://www.sreality.cz/detail/prodej/dum/rodinny/kamberk--/3195029068,"Kamberk, okres Benešov",benesov,"rodinne-domy
",3 127 250 Kč za nemovitost,17.10.2022,Kamenná,Dobrý,Samostatný,Patrový,2,0.6145258053382469,0.434087116057905,0.5056622299914109,0.45731214058941777,0.4818800610449956,55 m2,Ihned,"Místní zdroj, Studna",Lokální tuhá paliva,Individuální,Septik,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Částečně,Jiří Kuna - Qara s.r.o.,0.8306971199386732,2049,Kompletní právní servis vč. advokátní úschovy.,"230V, 400V",Missing,Missing,5.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,49.5971329,14.8403119,0.46396854630592754,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
4002,https://www.sreality.cz/detail/prodej/dum/chata/rimov-dolni-stropnice-/1230780236,"Římov - Dolní Stropnice, okres České Budějovice",ceske-budejovice,"chaty
",4 230 000 Kč za nemovitost,10.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3,0.531842823012964,0.41187318011398383,0.5331315879193048,0.3376894404899775,0.5462226124648275,Missing,31.10.2022,Místní zdroj,Lokální tuhá paliva,Missing,Septik,"Silnice, Autobus",Neupravená,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,1,M&M reality,0.8312861652965828,4191,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",Missing,Klidná část obce,3.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.8783984,14.5078512,0.5074959876265868,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
